video_id,class,label
73664,Thumb Up,18
10075,Rolling Hand Forward,6
47990,Pulling Two Fingers In,2
88449,Rolling Hand Backward,5
117846,Zooming In With Two Fingers,22
116305,Swiping Up,16
95628,Thumb Up,18
113318,Pushing Hand Away,3
140152,Stop Sign,12
68372,Zooming Out With Two Fingers,24
132973,Swiping Down,13
137472,Pulling Hand In,1
109262,Swiping Left,14
15303,Swiping Right,15
141856,Turning Hand Counterclockwise,20
61116,Thumb Up,18
62157,Pushing Hand Away,3
144992,Swiping Right,15
2846,Sliding Two Fingers Right,10
107279,Drumming Fingers,0
40987,Sliding Two Fingers Down,8
67525,Turning Hand Clockwise,19
63116,Drumming Fingers,0
134084,Swiping Down,13
7860,Rolling Hand Forward,6
147945,Shaking Hand,7
136661,Sliding Two Fingers Down,8
73574,Thumb Down,17
108744,Pushing Two Fingers Away,4
66488,Turning Hand Counterclockwise,20
12398,Turning Hand Clockwise,19
84921,Sliding Two Fingers Down,8
68947,Sliding Two Fingers Left,9
6177,Zooming In With Full Hand,21
113777,Swiping Left,14
77574,Zooming Out With Full Hand,23
132919,Rolling Hand Backward,5
122649,Swiping Right,15
49071,Rolling Hand Forward,6
9281,Pushing Two Fingers Away,4
18020,Thumb Down,17
82414,Swiping Left,14
115947,Turning Hand Counterclockwise,20
92816,Swiping Left,14
232,Swiping Up,16
13300,Rolling Hand Backward,5
137808,Sliding Two Fingers Down,8
61048,Rolling Hand Forward,6
121725,Pushing Two Fingers Away,4
108009,Sliding Two Fingers Down,8
146104,Thumb Up,18
68088,Swiping Up,16
45980,Swiping Down,13
26016,Drumming Fingers,0
111323,Swiping Up,16
144168,Swiping Left,14
94692,Pulling Two Fingers In,2
57514,Turning Hand Counterclockwise,20
123015,Swiping Up,16
121741,Thumb Up,18
145377,Pushing Hand Away,3
51951,Pulling Hand In,1
59319,Pushing Two Fingers Away,4
113894,Zooming Out With Two Fingers,24
134634,Drumming Fingers,0
36272,Pushing Two Fingers Away,4
134002,Sliding Two Fingers Up,11
30529,Thumb Down,17
133010,Sliding Two Fingers Down,8
33252,Thumb Down,17
131617,Sliding Two Fingers Up,11
53554,Swiping Right,15
132501,Zooming In With Two Fingers,22
24393,Zooming In With Two Fingers,22
40505,Swiping Down,13
56089,Sliding Two Fingers Down,8
37988,Pushing Hand Away,3
62490,Stop Sign,12
138588,Swiping Right,15
34134,Sliding Two Fingers Down,8
100158,Zooming Out With Two Fingers,24
146027,Zooming Out With Two Fingers,24
20112,Zooming In With Two Fingers,22
111324,Drumming Fingers,0
55939,Drumming Fingers,0
20519,Swiping Left,14
49552,Swiping Left,14
20168,Rolling Hand Backward,5
138015,Pushing Hand Away,3
12402,Stop Sign,12
34010,Pushing Two Fingers Away,4
65894,Turning Hand Clockwise,19
66370,Zooming In With Full Hand,21
138603,Swiping Up,16
109542,Stop Sign,12
89996,Sliding Two Fingers Down,8
76663,Pushing Hand Away,3
70627,Sliding Two Fingers Down,8
1006,Zooming In With Full Hand,21
110534,Thumb Down,17
85018,Pushing Hand Away,3
110914,Zooming Out With Two Fingers,24
24075,Shaking Hand,7
124569,Thumb Down,17
6111,Turning Hand Counterclockwise,20
101847,Swiping Down,13
8893,Pulling Hand In,1
102101,Swiping Down,13
2255,Turning Hand Counterclockwise,20
42820,Rolling Hand Forward,6
17977,Shaking Hand,7
127370,Swiping Up,16
17639,Zooming Out With Full Hand,23
56203,Swiping Right,15
104639,Swiping Left,14
105549,Pushing Hand Away,3
79379,Swiping Up,16
58500,Sliding Two Fingers Up,11
80046,Pushing Two Fingers Away,4
44934,Sliding Two Fingers Up,11
56589,Pulling Two Fingers In,2
50171,Swiping Down,13
89536,Thumb Up,18
116068,Zooming In With Two Fingers,22
104391,Sliding Two Fingers Right,10
114606,Zooming In With Two Fingers,22
86264,Pushing Hand Away,3
62252,Sliding Two Fingers Up,11
71822,Drumming Fingers,0
115059,Sliding Two Fingers Down,8
115006,Sliding Two Fingers Left,9
146659,Pushing Hand Away,3
93495,Thumb Down,17
71248,Pushing Two Fingers Away,4
35967,Sliding Two Fingers Right,10
135269,Swiping Right,15
101372,Stop Sign,12
88843,Shaking Hand,7
134292,Zooming Out With Two Fingers,24
53700,Sliding Two Fingers Up,11
45851,Thumb Up,18
138713,Swiping Up,16
108314,Pushing Hand Away,3
1325,Rolling Hand Backward,5
6089,Turning Hand Clockwise,19
71435,Swiping Right,15
16898,Stop Sign,12
2709,Stop Sign,12
41826,Sliding Two Fingers Up,11
27482,Turning Hand Counterclockwise,20
144543,Sliding Two Fingers Left,9
114523,Drumming Fingers,0
109506,Rolling Hand Backward,5
30863,Turning Hand Clockwise,19
99585,Zooming In With Two Fingers,22
38976,Zooming In With Full Hand,21
130789,Pushing Hand Away,3
14658,Sliding Two Fingers Left,9
53515,Thumb Down,17
70377,Zooming Out With Two Fingers,24
31805,Zooming In With Full Hand,21
131512,Zooming In With Full Hand,21
29821,Sliding Two Fingers Right,10
127546,Pushing Hand Away,3
30087,Sliding Two Fingers Left,9
33362,Pushing Hand Away,3
14445,Pulling Two Fingers In,2
75860,Swiping Up,16
52696,Rolling Hand Backward,5
75563,Turning Hand Clockwise,19
94998,Swiping Right,15
23526,Zooming Out With Full Hand,23
83909,Thumb Up,18
36158,Rolling Hand Backward,5
107166,Pushing Hand Away,3
26724,Zooming Out With Full Hand,23
34289,Zooming Out With Full Hand,23
145964,Thumb Down,17
147606,Rolling Hand Backward,5
31570,Turning Hand Counterclockwise,20
98499,Pushing Two Fingers Away,4
31841,Swiping Down,13
90582,Sliding Two Fingers Right,10
102250,Pushing Hand Away,3
39911,Sliding Two Fingers Right,10
140138,Pulling Two Fingers In,2
101574,Zooming In With Two Fingers,22
50727,Thumb Down,17
104974,Rolling Hand Backward,5
35627,Sliding Two Fingers Down,8
102454,Zooming In With Full Hand,21
107724,Pulling Two Fingers In,2
111178,Sliding Two Fingers Down,8
27675,Thumb Up,18
27571,Sliding Two Fingers Right,10
64528,Swiping Right,15
139455,Sliding Two Fingers Down,8
45415,Sliding Two Fingers Left,9
31006,Drumming Fingers,0
129722,Pushing Hand Away,3
115235,Pulling Hand In,1
18414,Sliding Two Fingers Up,11
50604,Swiping Left,14
98814,Shaking Hand,7
38402,Swiping Down,13
120393,Zooming In With Two Fingers,22
144482,Shaking Hand,7
110242,Pulling Hand In,1
80547,Sliding Two Fingers Up,11
111684,Swiping Up,16
8512,Pushing Hand Away,3
126901,Zooming Out With Two Fingers,24
51330,Zooming Out With Two Fingers,24
77209,Sliding Two Fingers Down,8
142960,Pushing Two Fingers Away,4
84568,Shaking Hand,7
64093,Sliding Two Fingers Down,8
128088,Drumming Fingers,0
8293,Swiping Left,14
147846,Turning Hand Counterclockwise,20
71745,Zooming In With Full Hand,21
130412,Swiping Up,16
63635,Pushing Two Fingers Away,4
23045,Pulling Two Fingers In,2
107059,Sliding Two Fingers Down,8
118359,Drumming Fingers,0
47446,Sliding Two Fingers Right,10
92928,Stop Sign,12
36626,Sliding Two Fingers Down,8
19210,Shaking Hand,7
36347,Sliding Two Fingers Up,11
20426,Thumb Down,17
28447,Swiping Up,16
128128,Thumb Up,18
15105,Sliding Two Fingers Down,8
85577,Zooming In With Full Hand,21
68821,Rolling Hand Forward,6
122080,Swiping Up,16
123570,Sliding Two Fingers Up,11
85738,Swiping Left,14
54315,Rolling Hand Forward,6
60723,Turning Hand Clockwise,19
19491,Drumming Fingers,0
65208,Pushing Hand Away,3
121905,Swiping Up,16
45284,Zooming Out With Full Hand,23
6827,Pulling Hand In,1
31425,Drumming Fingers,0
33247,Zooming Out With Full Hand,23
83950,Zooming In With Full Hand,21
66487,Zooming In With Full Hand,21
109927,Zooming Out With Two Fingers,24
29781,Shaking Hand,7
57761,Zooming Out With Full Hand,23
147603,Sliding Two Fingers Left,9
23661,Zooming In With Full Hand,21
59008,Drumming Fingers,0
64618,Swiping Right,15
80716,Swiping Up,16
69117,Shaking Hand,7
93473,Pushing Two Fingers Away,4
75491,Drumming Fingers,0
114623,Swiping Up,16
64639,Stop Sign,12
46995,Zooming In With Full Hand,21
47271,Thumb Up,18
126595,Sliding Two Fingers Down,8
140468,Zooming Out With Two Fingers,24
122567,Sliding Two Fingers Right,10
33113,Sliding Two Fingers Up,11
83324,Pushing Two Fingers Away,4
130711,Sliding Two Fingers Up,11
112363,Thumb Down,17
1140,Pushing Two Fingers Away,4
95868,Pulling Hand In,1
123708,Swiping Right,15
84503,Drumming Fingers,0
39580,Swiping Up,16
60529,Stop Sign,12
123658,Sliding Two Fingers Down,8
31635,Pulling Two Fingers In,2
128121,Sliding Two Fingers Right,10
31339,Swiping Right,15
40247,Turning Hand Clockwise,19
77205,Sliding Two Fingers Down,8
122598,Pulling Two Fingers In,2
34236,Swiping Up,16
47634,Pulling Hand In,1
113052,Turning Hand Clockwise,19
101697,Swiping Right,15
143701,Zooming In With Full Hand,21
146658,Shaking Hand,7
17138,Rolling Hand Backward,5
33494,Stop Sign,12
13123,Zooming Out With Two Fingers,24
34887,Shaking Hand,7
104080,Pulling Two Fingers In,2
81448,Swiping Up,16
86990,Sliding Two Fingers Down,8
132954,Zooming In With Full Hand,21
88464,Swiping Right,15
127825,Turning Hand Counterclockwise,20
4852,Sliding Two Fingers Left,9
64649,Pushing Two Fingers Away,4
16028,Swiping Up,16
32893,Rolling Hand Forward,6
19875,Pushing Two Fingers Away,4
135827,Zooming In With Two Fingers,22
117561,Sliding Two Fingers Down,8
106330,Swiping Down,13
120891,Thumb Up,18
83017,Zooming In With Two Fingers,22
134814,Zooming Out With Two Fingers,24
127874,Zooming In With Two Fingers,22
38882,Sliding Two Fingers Up,11
147143,Pulling Two Fingers In,2
102346,Turning Hand Counterclockwise,20
36400,Swiping Right,15
58954,Shaking Hand,7
135399,Pushing Two Fingers Away,4
61274,Pushing Two Fingers Away,4
120327,Sliding Two Fingers Down,8
80524,Zooming Out With Two Fingers,24
38039,Stop Sign,12
16039,Shaking Hand,7
80199,Swiping Right,15
326,Turning Hand Clockwise,19
61253,Sliding Two Fingers Down,8
114744,Thumb Up,18
105918,Zooming Out With Full Hand,23
42968,Zooming In With Two Fingers,22
108544,Sliding Two Fingers Left,9
110795,Rolling Hand Forward,6
31975,Swiping Up,16
55678,Sliding Two Fingers Right,10
82595,Rolling Hand Backward,5
126765,Pulling Two Fingers In,2
57602,Stop Sign,12
21640,Sliding Two Fingers Right,10
14626,Turning Hand Clockwise,19
80386,Pushing Hand Away,3
147182,Pushing Hand Away,3
97714,Sliding Two Fingers Right,10
63356,Pulling Two Fingers In,2
37786,Zooming In With Full Hand,21
30694,Turning Hand Clockwise,19
32827,Pulling Two Fingers In,2
114076,Zooming In With Two Fingers,22
34999,Pulling Hand In,1
122175,Zooming Out With Full Hand,23
82447,Pushing Two Fingers Away,4
7843,Pulling Hand In,1
125956,Sliding Two Fingers Down,8
137166,Thumb Up,18
125067,Swiping Left,14
30174,Pushing Two Fingers Away,4
58213,Thumb Down,17
51996,Zooming Out With Full Hand,23
36980,Stop Sign,12
102925,Zooming In With Full Hand,21
56847,Zooming In With Full Hand,21
6495,Swiping Up,16
33641,Turning Hand Clockwise,19
109842,Zooming In With Two Fingers,22
18659,Thumb Down,17
12551,Stop Sign,12
82959,Zooming In With Full Hand,21
104113,Rolling Hand Backward,5
89544,Zooming Out With Full Hand,23
85335,Zooming In With Full Hand,21
41457,Pulling Hand In,1
62620,Pulling Two Fingers In,2
121582,Thumb Up,18
130364,Sliding Two Fingers Up,11
44259,Turning Hand Counterclockwise,20
68306,Swiping Right,15
83732,Swiping Up,16
43678,Zooming Out With Two Fingers,24
42266,Zooming In With Two Fingers,22
134247,Zooming In With Two Fingers,22
122801,Rolling Hand Backward,5
30245,Swiping Left,14
75050,Sliding Two Fingers Down,8
139903,Sliding Two Fingers Up,11
28303,Rolling Hand Backward,5
79166,Rolling Hand Forward,6
84693,Rolling Hand Backward,5
106810,Swiping Down,13
100268,Thumb Down,17
146879,Sliding Two Fingers Down,8
27204,Pushing Two Fingers Away,4
67674,Rolling Hand Forward,6
63422,Rolling Hand Backward,5
98502,Thumb Down,17
38026,Shaking Hand,7
112212,Rolling Hand Forward,6
23062,Pulling Two Fingers In,2
61479,Rolling Hand Forward,6
34083,Stop Sign,12
43136,Swiping Right,15
12067,Swiping Up,16
96223,Drumming Fingers,0
2239,Pulling Hand In,1
45074,Thumb Down,17
125023,Turning Hand Clockwise,19
143324,Pulling Hand In,1
54583,Rolling Hand Forward,6
94326,Rolling Hand Backward,5
64625,Swiping Right,15
31240,Stop Sign,12
130207,Pulling Two Fingers In,2
74531,Pulling Two Fingers In,2
78794,Sliding Two Fingers Up,11
109530,Pulling Two Fingers In,2
12856,Pulling Hand In,1
112375,Swiping Left,14
46437,Sliding Two Fingers Up,11
144307,Sliding Two Fingers Up,11
7903,Zooming Out With Two Fingers,24
44198,Zooming In With Two Fingers,22
102931,Drumming Fingers,0
83789,Rolling Hand Backward,5
7202,Pulling Two Fingers In,2
40126,Zooming In With Two Fingers,22
111759,Drumming Fingers,0
101330,Sliding Two Fingers Down,8
131598,Zooming In With Full Hand,21
106855,Turning Hand Counterclockwise,20
86206,Sliding Two Fingers Up,11
18518,Swiping Down,13
100573,Sliding Two Fingers Right,10
52780,Sliding Two Fingers Left,9
100474,Rolling Hand Backward,5
59994,Rolling Hand Forward,6
73891,Rolling Hand Forward,6
13154,Zooming Out With Two Fingers,24
30396,Sliding Two Fingers Right,10
68047,Thumb Down,17
35093,Sliding Two Fingers Down,8
137903,Pushing Two Fingers Away,4
83824,Thumb Down,17
12893,Pushing Hand Away,3
74416,Sliding Two Fingers Right,10
73389,Swiping Right,15
46128,Swiping Down,13
39507,Zooming In With Full Hand,21
70397,Pulling Two Fingers In,2
137342,Rolling Hand Forward,6
39641,Sliding Two Fingers Down,8
20055,Swiping Left,14
20639,Turning Hand Counterclockwise,20
67870,Sliding Two Fingers Right,10
87232,Swiping Down,13
40118,Zooming In With Two Fingers,22
9056,Zooming Out With Two Fingers,24
98671,Swiping Up,16
55941,Pushing Hand Away,3
108822,Sliding Two Fingers Up,11
75756,Turning Hand Counterclockwise,20
129134,Rolling Hand Backward,5
80550,Pushing Two Fingers Away,4
130838,Sliding Two Fingers Right,10
53405,Pushing Two Fingers Away,4
26486,Pulling Hand In,1
131135,Sliding Two Fingers Up,11
107463,Swiping Up,16
34158,Sliding Two Fingers Left,9
123939,Pushing Two Fingers Away,4
44996,Drumming Fingers,0
57117,Sliding Two Fingers Down,8
18214,Stop Sign,12
106102,Swiping Left,14
121540,Zooming In With Two Fingers,22
70798,Sliding Two Fingers Right,10
96538,Shaking Hand,7
77858,Sliding Two Fingers Left,9
109062,Sliding Two Fingers Left,9
11150,Pushing Two Fingers Away,4
102037,Sliding Two Fingers Down,8
4589,Drumming Fingers,0
85757,Rolling Hand Backward,5
128611,Rolling Hand Backward,5
44561,Sliding Two Fingers Left,9
58391,Pulling Hand In,1
48985,Thumb Down,17
83711,Pulling Hand In,1
11596,Sliding Two Fingers Up,11
132470,Rolling Hand Forward,6
20376,Pulling Hand In,1
125719,Zooming In With Two Fingers,22
3760,Drumming Fingers,0
23731,Zooming In With Two Fingers,22
146762,Drumming Fingers,0
40377,Zooming In With Full Hand,21
13448,Drumming Fingers,0
146335,Turning Hand Counterclockwise,20
121547,Pulling Hand In,1
96158,Swiping Left,14
105021,Pulling Two Fingers In,2
120910,Turning Hand Clockwise,19
27556,Pushing Hand Away,3
57946,Stop Sign,12
64342,Pushing Hand Away,3
97431,Swiping Left,14
36190,Rolling Hand Forward,6
20960,Zooming Out With Full Hand,23
68569,Shaking Hand,7
126131,Shaking Hand,7
94596,Sliding Two Fingers Down,8
110524,Swiping Down,13
107683,Zooming In With Full Hand,21
73987,Swiping Down,13
122375,Rolling Hand Backward,5
105347,Drumming Fingers,0
8606,Stop Sign,12
137488,Zooming In With Two Fingers,22
497,Swiping Down,13
15035,Sliding Two Fingers Up,11
15393,Swiping Left,14
82546,Pushing Two Fingers Away,4
17470,Zooming In With Full Hand,21
127518,Sliding Two Fingers Right,10
115920,Drumming Fingers,0
106915,Sliding Two Fingers Right,10
6757,Drumming Fingers,0
53615,Zooming Out With Full Hand,23
146289,Thumb Down,17
23605,Stop Sign,12
145989,Zooming In With Two Fingers,22
72956,Thumb Up,18
94219,Drumming Fingers,0
95233,Pulling Two Fingers In,2
129947,Sliding Two Fingers Up,11
102868,Swiping Left,14
9092,Turning Hand Counterclockwise,20
30501,Shaking Hand,7
101766,Pulling Two Fingers In,2
113941,Pushing Hand Away,3
132143,Swiping Up,16
64675,Sliding Two Fingers Down,8
63417,Pulling Two Fingers In,2
20492,Thumb Up,18
68733,Thumb Up,18
45429,Sliding Two Fingers Left,9
50214,Pushing Hand Away,3
138433,Pulling Two Fingers In,2
118244,Stop Sign,12
13643,Turning Hand Counterclockwise,20
96183,Sliding Two Fingers Left,9
65904,Sliding Two Fingers Down,8
126379,Turning Hand Counterclockwise,20
136590,Zooming Out With Two Fingers,24
136670,Zooming In With Full Hand,21
39948,Rolling Hand Backward,5
13925,Sliding Two Fingers Left,9
8605,Zooming Out With Two Fingers,24
65791,Pushing Two Fingers Away,4
86925,Swiping Up,16
76538,Zooming In With Two Fingers,22
27073,Sliding Two Fingers Down,8
53072,Swiping Up,16
130593,Turning Hand Counterclockwise,20
80258,Thumb Down,17
20972,Swiping Left,14
19822,Pushing Two Fingers Away,4
34560,Drumming Fingers,0
109719,Pushing Two Fingers Away,4
96676,Sliding Two Fingers Up,11
75525,Pulling Hand In,1
90910,Swiping Left,14
32500,Thumb Down,17
104028,Swiping Left,14
6015,Turning Hand Counterclockwise,20
70193,Drumming Fingers,0
28826,Rolling Hand Backward,5
8474,Turning Hand Counterclockwise,20
62515,Turning Hand Counterclockwise,20
40054,Turning Hand Counterclockwise,20
137866,Zooming Out With Full Hand,23
122931,Sliding Two Fingers Right,10
66127,Thumb Up,18
70883,Swiping Right,15
124485,Thumb Up,18
31282,Zooming Out With Full Hand,23
122547,Zooming Out With Two Fingers,24
128083,Zooming In With Two Fingers,22
110501,Drumming Fingers,0
101545,Turning Hand Counterclockwise,20
80930,Zooming In With Two Fingers,22
106363,Pulling Two Fingers In,2
73998,Swiping Up,16
121614,Zooming Out With Two Fingers,24
61112,Sliding Two Fingers Up,11
29556,Zooming Out With Two Fingers,24
52597,Sliding Two Fingers Left,9
61073,Zooming In With Full Hand,21
50503,Swiping Left,14
37163,Sliding Two Fingers Up,11
41125,Drumming Fingers,0
131863,Sliding Two Fingers Right,10
57760,Rolling Hand Forward,6
23941,Swiping Right,15
44685,Sliding Two Fingers Up,11
68655,Sliding Two Fingers Right,10
55000,Shaking Hand,7
68956,Zooming Out With Two Fingers,24
6411,Pulling Two Fingers In,2
147839,Pulling Hand In,1
9254,Pushing Hand Away,3
143623,Sliding Two Fingers Left,9
23552,Zooming In With Two Fingers,22
60924,Swiping Left,14
46650,Stop Sign,12
43816,Zooming Out With Two Fingers,24
107766,Thumb Up,18
44895,Swiping Up,16
16326,Sliding Two Fingers Left,9
75578,Zooming In With Full Hand,21
142245,Thumb Up,18
96991,Zooming Out With Full Hand,23
21102,Rolling Hand Forward,6
87128,Shaking Hand,7
134931,Stop Sign,12
107719,Pushing Hand Away,3
47535,Zooming Out With Full Hand,23
102222,Shaking Hand,7
44271,Turning Hand Counterclockwise,20
97863,Swiping Right,15
108863,Swiping Left,14
130595,Zooming In With Two Fingers,22
144970,Rolling Hand Forward,6
28588,Sliding Two Fingers Down,8
14877,Sliding Two Fingers Up,11
81881,Shaking Hand,7
58671,Swiping Up,16
7072,Drumming Fingers,0
56466,Thumb Up,18
99784,Thumb Up,18
136569,Swiping Left,14
12353,Pulling Hand In,1
103267,Rolling Hand Backward,5
133239,Rolling Hand Forward,6
116218,Swiping Down,13
3590,Rolling Hand Backward,5
560,Thumb Down,17
100605,Turning Hand Clockwise,19
93869,Pulling Two Fingers In,2
40600,Zooming Out With Two Fingers,24
76100,Shaking Hand,7
117188,Swiping Down,13
104279,Zooming In With Two Fingers,22
107930,Thumb Down,17
5204,Thumb Up,18
58293,Sliding Two Fingers Right,10
115993,Shaking Hand,7
132578,Sliding Two Fingers Down,8
43446,Pushing Hand Away,3
3040,Sliding Two Fingers Down,8
72966,Pulling Two Fingers In,2
23845,Rolling Hand Forward,6
90300,Pulling Hand In,1
120306,Zooming Out With Two Fingers,24
101404,Swiping Up,16
75912,Stop Sign,12
145420,Swiping Left,14
36849,Sliding Two Fingers Left,9
53070,Pushing Two Fingers Away,4
84147,Zooming In With Two Fingers,22
112623,Drumming Fingers,0
98061,Swiping Left,14
121007,Sliding Two Fingers Up,11
9740,Zooming Out With Two Fingers,24
104786,Zooming In With Full Hand,21
85776,Thumb Down,17
120716,Sliding Two Fingers Down,8
59144,Turning Hand Counterclockwise,20
86440,Pulling Hand In,1
56827,Sliding Two Fingers Left,9
103392,Swiping Left,14
11705,Thumb Down,17
134650,Drumming Fingers,0
56412,Swiping Left,14
105653,Zooming In With Two Fingers,22
66978,Zooming In With Two Fingers,22
75761,Zooming In With Two Fingers,22
31916,Shaking Hand,7
109156,Rolling Hand Forward,6
29405,Swiping Down,13
39361,Zooming Out With Two Fingers,24
89508,Drumming Fingers,0
46320,Turning Hand Counterclockwise,20
1528,Drumming Fingers,0
32370,Pulling Two Fingers In,2
18854,Stop Sign,12
104416,Turning Hand Clockwise,19
21270,Pulling Two Fingers In,2
31106,Pulling Hand In,1
135732,Shaking Hand,7
97057,Swiping Down,13
146694,Swiping Up,16
26431,Zooming Out With Full Hand,23
49016,Stop Sign,12
76096,Pushing Two Fingers Away,4
52092,Swiping Right,15
27428,Thumb Up,18
137103,Thumb Up,18
19337,Swiping Down,13
145947,Zooming Out With Two Fingers,24
27876,Zooming In With Two Fingers,22
114860,Swiping Down,13
36184,Stop Sign,12
25027,Swiping Down,13
93639,Pulling Hand In,1
138285,Shaking Hand,7
120,Thumb Up,18
56815,Shaking Hand,7
132459,Shaking Hand,7
6548,Pushing Hand Away,3
120537,Sliding Two Fingers Down,8
43742,Pulling Two Fingers In,2
80972,Swiping Up,16
55948,Swiping Down,13
25749,Turning Hand Counterclockwise,20
31868,Zooming In With Two Fingers,22
93512,Zooming Out With Full Hand,23
126312,Zooming In With Two Fingers,22
57095,Sliding Two Fingers Up,11
90724,Swiping Left,14
27050,Swiping Left,14
60029,Pulling Hand In,1
83706,Zooming Out With Full Hand,23
18408,Pushing Hand Away,3
134851,Zooming Out With Full Hand,23
92967,Stop Sign,12
125203,Sliding Two Fingers Left,9
95080,Zooming Out With Two Fingers,24
102888,Pulling Hand In,1
36881,Pushing Two Fingers Away,4
144057,Turning Hand Counterclockwise,20
80675,Zooming Out With Two Fingers,24
118149,Drumming Fingers,0
18546,Zooming Out With Two Fingers,24
132040,Pulling Two Fingers In,2
51409,Thumb Up,18
102196,Turning Hand Clockwise,19
39655,Sliding Two Fingers Left,9
118237,Zooming In With Two Fingers,22
91060,Sliding Two Fingers Left,9
132114,Zooming Out With Two Fingers,24
1098,Drumming Fingers,0
127251,Thumb Up,18
43207,Drumming Fingers,0
129448,Swiping Right,15
53937,Drumming Fingers,0
8988,Swiping Up,16
95150,Shaking Hand,7
24832,Turning Hand Clockwise,19
80523,Sliding Two Fingers Right,10
73571,Swiping Up,16
30968,Thumb Up,18
14293,Turning Hand Counterclockwise,20
89144,Sliding Two Fingers Down,8
65594,Turning Hand Counterclockwise,20
357,Pushing Hand Away,3
138740,Zooming In With Full Hand,21
105094,Pulling Hand In,1
34269,Swiping Down,13
112359,Shaking Hand,7
14585,Pushing Hand Away,3
143434,Swiping Left,14
62548,Zooming Out With Full Hand,23
50882,Sliding Two Fingers Up,11
92852,Zooming In With Full Hand,21
123663,Pushing Two Fingers Away,4
48077,Stop Sign,12
15100,Pushing Hand Away,3
85170,Drumming Fingers,0
10239,Sliding Two Fingers Left,9
45853,Zooming Out With Two Fingers,24
121966,Swiping Left,14
145929,Pulling Two Fingers In,2
33237,Drumming Fingers,0
19481,Pulling Two Fingers In,2
32186,Stop Sign,12
7822,Turning Hand Counterclockwise,20
93370,Sliding Two Fingers Left,9
79021,Swiping Right,15
32253,Swiping Up,16
9681,Pushing Two Fingers Away,4
16524,Sliding Two Fingers Down,8
8138,Thumb Up,18
121409,Sliding Two Fingers Up,11
111855,Sliding Two Fingers Right,10
10192,Swiping Down,13
89352,Zooming In With Full Hand,21
20947,Swiping Down,13
74952,Swiping Down,13
118258,Sliding Two Fingers Up,11
66246,Pulling Hand In,1
32899,Pushing Hand Away,3
64951,Thumb Down,17
78877,Sliding Two Fingers Down,8
59733,Swiping Left,14
134090,Sliding Two Fingers Left,9
127969,Pushing Two Fingers Away,4
34722,Pulling Hand In,1
80515,Swiping Right,15
2502,Zooming In With Two Fingers,22
56311,Pushing Two Fingers Away,4
122163,Swiping Right,15
82305,Swiping Left,14
99316,Sliding Two Fingers Left,9
55437,Drumming Fingers,0
51123,Thumb Down,17
83567,Pushing Hand Away,3
64301,Thumb Up,18
124616,Thumb Down,17
109974,Zooming In With Two Fingers,22
120199,Shaking Hand,7
30093,Thumb Down,17
136059,Zooming In With Full Hand,21
111544,Shaking Hand,7
22750,Zooming In With Full Hand,21
59233,Rolling Hand Backward,5
84369,Pushing Hand Away,3
121225,Rolling Hand Backward,5
128347,Swiping Right,15
41609,Rolling Hand Backward,5
124748,Sliding Two Fingers Left,9
39746,Pushing Two Fingers Away,4
18396,Sliding Two Fingers Up,11
107579,Zooming In With Two Fingers,22
104229,Drumming Fingers,0
135193,Stop Sign,12
36342,Sliding Two Fingers Left,9
52317,Rolling Hand Backward,5
70962,Pulling Two Fingers In,2
104620,Sliding Two Fingers Right,10
92488,Thumb Down,17
35777,Turning Hand Counterclockwise,20
82681,Pulling Two Fingers In,2
113761,Rolling Hand Backward,5
37133,Sliding Two Fingers Right,10
101394,Swiping Left,14
62465,Sliding Two Fingers Down,8
139154,Rolling Hand Backward,5
141447,Drumming Fingers,0
73085,Turning Hand Clockwise,19
65655,Zooming Out With Two Fingers,24
139091,Thumb Up,18
128723,Pushing Hand Away,3
14059,Thumb Up,18
134775,Shaking Hand,7
62764,Zooming In With Two Fingers,22
143189,Zooming Out With Full Hand,23
41793,Swiping Right,15
17445,Stop Sign,12
37396,Swiping Left,14
24062,Zooming Out With Full Hand,23
117289,Swiping Down,13
138333,Rolling Hand Backward,5
48145,Swiping Right,15
23340,Stop Sign,12
76177,Swiping Left,14
67824,Zooming Out With Two Fingers,24
55298,Rolling Hand Forward,6
48179,Sliding Two Fingers Right,10
2448,Zooming Out With Two Fingers,24
46829,Pushing Two Fingers Away,4
111658,Drumming Fingers,0
116561,Zooming Out With Full Hand,23
1458,Swiping Left,14
99675,Swiping Up,16
100907,Pushing Hand Away,3
137632,Zooming Out With Full Hand,23
85211,Sliding Two Fingers Up,11
40396,Zooming Out With Full Hand,23
128271,Pushing Hand Away,3
73286,Swiping Right,15
121186,Shaking Hand,7
83019,Thumb Down,17
104051,Pulling Hand In,1
18595,Turning Hand Clockwise,19
94227,Rolling Hand Forward,6
81360,Zooming Out With Full Hand,23
82227,Thumb Up,18
65919,Pulling Hand In,1
85875,Swiping Up,16
139547,Pushing Hand Away,3
91956,Turning Hand Counterclockwise,20
98767,Sliding Two Fingers Up,11
81956,Drumming Fingers,0
39440,Rolling Hand Backward,5
92562,Zooming Out With Full Hand,23
78807,Pushing Two Fingers Away,4
116129,Zooming In With Two Fingers,22
31753,Pulling Two Fingers In,2
21197,Zooming In With Two Fingers,22
19086,Swiping Left,14
62837,Rolling Hand Forward,6
99246,Turning Hand Counterclockwise,20
107408,Zooming Out With Full Hand,23
136615,Rolling Hand Backward,5
9303,Swiping Up,16
